ENT,MUN,NOM_MUN,TOT_VIV,VIV_REM,VIV_EMIG,VIV_CIRC,VIV_RET,IAIM,GAIM,POS_NAL
14,14122,Zapotitlán de Vadillo,1576,3.3,11.23,0.7,1.02,4.082,Medio,838
14,14123,Zapotlán del Rey,3356,14.48,10.19,4.05,3.55,8.078,Alto,393
14,14124,Zapotlanejo,11110,7.44,7.04,3.37,1.61,4.922,Medio,729
14,14125,San Ignacio Cerro Gordo,,,,,,,,
15,15001,Acambay,12567,4.4,6.99,1.03,0.68,3.309,Bajo,978
15,15002,Acolman,14320,1.59,2.84,0.36,0,1.055,Muy bajo,1603
15,15003,Aculco,7799,2.27,2.24,0.41,0,1.242,Bajo,1518
15,15004,Almoloya de Alquisiras,3296,6.46,13.71,4.49,1.67,6.548,Medio,534
15,15005,Almoloya de Juárez,23257,0.99,0.66,0.15,0.06,0.491,Muy bajo,1937
15,15006,Almoloya del Río,1913,4.55,3.14,2.46,3.08,3.553,Bajo,935
15,15007,Amanalco,4206,0.59,2.31,0.14,0.17,0.784,Muy bajo,1727
15,15008,Amatepec,6594,16.86,15.2,2.12,1.68,9.157,Alto,317
15,15009,Amecameca,9558,0.92,0.69,0.55,0.05,0.581,Muy bajo,1861
15,15010,Apaxco,5382,1.71,3.05,0.54,0,1.385,Bajo,1460
15,15011,Atenco,7354,0.65,0.39,0.1,0.01,0.274,Muy bajo,2108
15,15012,Atizapán,1671,0.9,3.23,0.54,0,1.292,Muy bajo,1493
15,15013,Atizapán de Zaragoza,114048,1.38,2.2,0.37,0.26,1.062,Muy bajo,1601
15,15014,Atlacomulco,15848,1.8,1.56,0.58,0.04,1.003,Muy bajo,1632
15,15015,Atlautla,4988,0.8,3.07,0,0,0.974,Muy bajo,1647
15,15016,Axapusco,4667,1.48,1.84,0.41,0.11,0.871,Muy bajo,1695
15,15017,Ayapango,1384,0.94,2.6,0.65,0,1.078,Muy bajo,1591
15,15018,Calimaya,7608,0.45,0.6,0.45,0.28,0.449,Muy bajo,1974
15,15019,Capulhuac,6070,0,0.81,0,0,0.21,Muy bajo,2153
15,15020,Coacalco de Berriozábal,61490,2.52,1.41,0.5,0.07,1.111,Muy bajo,1575
15,15021,Coatepec Harinas,7849,13.43,19.3,8.03,3.62,11.296,Alto,188
15,15022,Cocotitlán,2396,0.38,1.17,0.04,0.04,0.481,Muy bajo,1946
15,15023,Coyotepec,7378,0.99,0.31,0.09,0.08,0.389,Muy bajo,2018
15,15024,Cuautitlán,18204,1.51,1.75,0.18,0.31,0.976,Muy bajo,1646
15,15025,Chalco,48717,2.03,2.01,0.31,0.44,1.203,Muy bajo,1531
15,15026,Chapa de Mota,4922,1.54,0.39,0.1,0.1,0.549,Muy bajo,1884
15,15027,Chapultepec,1214,0.74,0.91,0,0.08,0.392,Muy bajo,2014
15,15028,Chiautla,4352,0.53,0.94,0.14,0.07,0.479,Muy bajo,1947
15,15029,Chicoloapan,17702,2.64,3.49,0.64,0,1.686,Bajo,1356
15,15030,Chiconcuac,3644,0.14,0.36,0.03,0,0.107,Muy bajo,2267
15,15031,Chimalhuacán,107758,2.29,2.7,0.62,0.31,1.523,Bajo,1417
15,15032,Donato Guerra,5604,0.52,1.21,0.45,0.04,0.559,Muy bajo,1877
15,15033,Ecatepec de Morelos,377877,2.19,2.76,0.5,0.36,1.482,Bajo,1431
15,15034,Ecatzingo,1544,1.04,1.04,0.39,0,0.595,Muy bajo,1850
15,15035,Huehuetoca,8310,0.95,1.08,0.13,0,0.542,Muy bajo,1892
15,15036,Hueypoxtla,6831,0.88,1.98,0.5,0,0.899,Muy bajo,1682
15,15037,Huixquilucan,43723,1.04,1.56,0.55,0.31,0.885,Muy bajo,1691
15,15038,Isidro Fabela,1791,0.78,1.12,0,0.11,0.531,Muy bajo,1898
15,15039,Ixtapaluca,67971,2.34,1.99,0.41,0.3,1.301,Bajo,1489
15,15040,Ixtapan de la Sal,6865,6.22,13.07,0.58,2.33,5.57,Medio,656
15,15041,Ixtapan del Oro,1395,4.52,10.61,0.65,0.79,4.026,Medio,848
15,15042,Ixtlahuaca,23418,0.58,1.17,0.15,0.1,0.466,Muy bajo,1958
15,15043,Xalatlaco,3901,0.79,0.62,0.18,0.33,0.587,Muy bajo,1858
15,15044,Jaltenco,7193,1.33,1.95,0.19,0.36,1.004,Muy bajo,1631
15,15045,Jilotepec,14361,1.04,1.7,0.13,0.03,0.739,Muy bajo,1757
15,15046,Jilotzingo,3262,1.23,0.55,0.09,0.09,0.495,Muy bajo,1935
15,15047,Jiquipilco,12102,0.82,0.88,0.23,0.06,0.496,Muy bajo,1930
15,15048,Jocotitlán,11017,2.64,2.75,0.15,0.44,1.329,Bajo,1475
15,15049,Joquicingo,2224,6.65,7.73,1.08,0.67,4.131,Medio,833
15,15050,Juchitepec,4254,0.71,0.75,0,0,0.345,Muy bajo,2054
15,15051,Lerma,21028,0.42,0.98,0.27,0.05,0.403,Muy bajo,2008
15,15052,Malinalco,4716,9.18,11.56,0.98,1.4,5.798,Medio,622
15,15053,Melchor Ocampo,8465,2.07,1.85,0.39,0.18,1.147,Muy bajo,1555
15,15054,Metepec,45434,1.26,0.98,0.2,0.44,0.743,Muy bajo,1753
15,15055,Mexicaltzingo,1925,1.4,1.61,0.52,0.42,1.076,Muy bajo,1593
15,15056,Morelos,5963,2.4,1.81,0.39,0,1.285,Muy bajo,1497
15,15057,Naucalpan de Juárez,208069,1.81,2.13,0.52,0.26,1.198,Muy bajo,1532
15,15058,Nezahualcóyotl,292281,2.41,3.34,0.7,0.54,1.79,Bajo,1321
15,15059,Nextlalpan,4468,1.54,0.49,0.25,0.16,0.649,Muy bajo,1815
15,15060,Nicolás Romero,63004,2.34,2.57,0.89,0.28,1.569,Bajo,1394
15,15061,Nopaltepec,1791,1.28,1.28,0.5,0.28,0.823,Muy bajo,1713
15,15062,Ocoyoacac,10250,0.47,0.35,0.19,0,0.288,Muy bajo,2100
15,15063,Ocuilan,5415,4.88,10.1,2.73,0.98,4.694,Medio,751
15,15064,El Oro,6240,0.91,1.01,0.37,0.11,0.59,Muy bajo,1855
15,15065,Otumba,6198,1.15,2.1,0.55,0,0.938,Muy bajo,1660
15,15066,Otzoloapan,1014,5.72,11.74,4.54,0.99,5.622,Medio,648
15,15067,Otzolotepec,11086,1.01,0.52,0.01,0.28,0.453,Muy bajo,1972
15,15068,Ozumba,4589,3.36,3.97,0.13,0.15,1.913,Bajo,1291
15,15069,Papalotla,758,0.66,0.53,0.26,0,0.372,Muy bajo,2035
15,15070,La Paz,49495,2.05,3.15,0.82,0.33,1.592,Bajo,1385
15,15071,Polotitlán,2592,2.55,4.55,0.42,0.23,1.917,Bajo,1288
15,15072,Rayón,1854,0.59,0.65,0,0,0.361,Muy bajo,2043
15,15073,San Antonio la Isla,2096,0.91,0.43,0.29,0.19,0.562,Muy bajo,1875
15,15074,San Felipe del Progreso,31119,0.68,1.72,0.31,0.01,0.666,Muy bajo,1807
15,15075,San Martín de las Pirámides,4537,0.18,1.5,0.33,0.07,0.519,Muy bajo,1909
15,15076,San Mateo Atenco,12362,0.49,0.88,0,0.35,0.477,Muy bajo,1949
15,15077,San Simón de Guerrero,1153,6.5,9.97,1.65,0.95,4.66,Medio,755
15,15078,Santo Tomás,1728,4.98,8.39,0.35,0.64,3.574,Bajo,929
15,15079,Soyaniquilpan de Juárez,2551,5.64,7.17,2.23,1.06,4.079,Medio,839
15,15080,Sultepec,5387,2.56,8.67,1.73,0.56,3.328,Bajo,975
15,15081,Tecámac,40683,1.78,2.37,0.78,0.08,1.264,Bajo,1505
15,15082,Tejupilco,18945,13.73,11.87,2.03,2.3,7.039,Alto,482
15,15083,Temamatla,2179,1.38,1.01,0,0.28,0.684,Muy bajo,1795
15,15084,Temascalapa,6817,0.6,1.51,0.07,0.54,0.69,Muy bajo,1788
15,15085,Temascalcingo,11801,3.17,5.08,1.34,0.11,2.582,Bajo,1114
15,15086,Temascaltepec,6345,3.97,9.94,3.89,0.58,4.445,Medio,782
15,15087,Temoaya,12895,0.66,0.11,0.06,0.05,0.227,Muy bajo,2144
15,15088,Tenancingo,16110,3.77,6.68,1.16,0.4,2.711,Bajo,1079
15,15089,Tenango del Aire,1919,1.2,0.94,0.26,0,0.665,Muy bajo,1808
15,15090,Tenango del Valle,14009,1.45,3.6,1.63,0.19,1.741,Bajo,1337
15,15091,Teoloyucan,14408,0.91,1.71,0.35,0.19,0.81,Muy bajo,1719
15,15092,Teotihuacán,9658,0.89,0.77,0.43,0.23,0.614,Muy bajo,1837
15,15093,Tepetlaoxtoc,5017,1.59,2.29,0.78,1.08,1.487,Bajo,1430
15,15094,Tepetlixpa,3473,3.02,3.63,0.26,0.32,1.906,Bajo,1294
15,15095,Tepotzotlán,14114,1.98,1.91,0.54,0.5,1.296,Bajo,1490
15,15096,Tequixquiac,6300,0.51,0.57,0,0,0.224,Muy bajo,2146
15,15097,Texcaltitlán,3534,3.31,12.45,1.27,1.7,4.196,Medio,823
15,15098,Texcalyacac,937,2.03,2.24,0,0.43,1.258,Muy bajo,1512
15,15099,Texcoco,45333,1.15,1.18,0.36,0.23,0.698,Muy bajo,1781
15,15100,Tezoyuca,4213,1.71,1.64,0.38,0.45,1.094,Muy bajo,1582
15,15101,Tianguistenco,11422,1.43,2.01,0.18,0.21,1.164,Muy bajo,1547
15,15102,Timilpan,3155,3.33,5.99,0.44,0.06,2.43,Bajo,1156
15,15103,Tlalmanalco,9792,0.89,0.82,0.62,0.11,0.631,Muy bajo,1826
15,15104,Tlalnepantla de Baz,177711,1.68,2.02,0.54,0.26,1.147,Muy bajo,1556
15,15105,Tlatlaya,7719,19.08,16.31,1.04,1.65,9.535,Alto,283
15,15106,Toluca,149398,1.42,1.27,0.38,0.23,0.846,Muy bajo,1703
15,15107,Tonatico,2873,10.27,9.05,3.45,3.9,6.886,Medio,499
15,15108,Tultepec,21858,1.13,2.23,0.42,0.2,1.049,Muy bajo,1606
15,15109,Tultitlán,101048,2.77,2.6,0.43,0.24,1.529,Bajo,1410
15,15110,Valle de Bravo,13524,1.84,3.87,0.55,0.21,1.695,Bajo,1352
15,15111,Villa de Allende,7718,0.73,2.27,0,0.13,0.682,Muy bajo,1797
15,15112,Villa del Carbón,8492,1.32,1.66,1.12,0.14,1.09,Muy bajo,1584
15,15113,Villa Guerrero,10726,4.24,9.54,1.27,1.02,3.768,Medio,890
15,15114,Villa Victoria,12944,1.05,1.09,0.08,0.05,0.581,Muy bajo,1859
15,15115,Xonacatlán,8786,0.64,0.83,0.73,0.13,0.59,Muy bajo,1856
15,15116,Zacazonapan,755,4.77,7.55,4.77,2.25,4.718,Medio,748
15,15117,Zacualpan,3535,11.37,15.56,1.22,1.22,7.401,Alto,443
15,15118,Zinacantepec,24077,0.69,1.28,0.43,0.36,0.718,Muy bajo,1769
15,15119,Zumpahuacán,2875,4.7,15.03,0.38,0.8,5.126,Medio,701
15,15120,Zumpango,21104,1.67,1.63,0.75,0.41,1.225,Muy bajo,1524
15,15121,Cuautitlán Izcalli,108911,1.66,2.02,0.44,0.16,1.089,Muy bajo,1587
15,15122,Valle de Chalco Solidaridad,71543,2.5,3.67,0.5,0.19,1.691,Bajo,1355
15,15123,Luvianos,,,,,,,,
15,15124,San José del Rincón,,,,,,,,
15,15125,Tonanitla,,,,,,,,
16,16001,Acuitzio,2322,9.47,6.68,2.89,0.52,4.987,Medio,717
16,16002,Aguililla,3981,19.54,8.04,2.39,2.91,8.171,Alto,386
16,16003,Álvaro Obregón,4392,26.78,19.44,3.28,5.49,13.826,Muy alto,87
16,16004,Angamacutiro,3399,15.27,20.04,4.12,2.12,10.395,Alto,228
16,16005,Angangueo,2009,4.78,4.28,1.14,1.39,2.962,Bajo,1031
16,16006,Apatzingán,26808,11.29,9.59,2.94,1.16,6.483,Medio,538
16,16007,Aporo,593,10.29,12.31,3.04,1.69,7.288,Alto,457
16,16008,Aquila,4018,3.91,4.21,0.65,1.27,2.452,Bajo,1149
16,16009,Ario,6736,9.87,10.35,1.57,1.47,5.935,Medio,609
16,16010,Arteaga,4842,13.96,8.88,0.41,2.58,6.473,Medio,541
16,16011,Briseñas,2254,18.63,12.16,0.58,2.09,8.798,Alto,346
16,16012,Buenavista,8413,12.74,8.49,4.04,4.03,6.909,Alto,497
16,16013,Carácuaro,2252,23.58,23.4,2.44,3.55,13.159,Muy alto,109
16,16014,Coahuayana,3379,14.97,11.04,4.14,2.22,8.136,Alto,390
16,16015,Coalcomán de Vázquez Pallares,4356,11.82,7.19,1.4,2.34,5.7,Medio,636
16,16016,Coeneo,5833,18.28,20.18,5.16,7.75,13.319,Muy alto,101
16,16017,Contepec,6280,3.44,6.88,1.42,0.37,2.85,Bajo,1049
16,16018,Copándaro,1945,17.89,23.03,9.97,3.8,13.7,Muy alto,92
16,16019,Cotija,4880,23.05,16.58,6.29,4.73,12.82,Muy alto,120
16,16020,Cuitzeo,5415,10.67,15.75,7.9,5.28,9.89,Alto,258
16,16021,Charapan,2238,7.69,9.74,2.86,0.22,5.597,Medio,651
16,16022,Charo,3701,14.46,14.13,4.08,1.68,9.543,Alto,280
16,16023,Chavinda,2511,26.09,19.51,1.67,7.01,13.101,Muy alto,110
16,16024,Cherán,3409,7.27,8.51,0.47,1.73,4.544,Medio,766
16,16025,Chilchota,6458,8.83,6.1,1.36,0.82,4.521,Medio,771
16,16026,Chinicuila,1399,22.8,11.51,7.65,6.72,12.211,Muy alto,148
16,16027,Chucándiro,1776,21.17,26.63,7.55,3.49,15.089,Muy alto,54
16,16028,Churintzio,1930,28.55,25.08,5.96,5.75,16.271,Muy alto,30
16,16029,Churumuco,2646,13.15,19.35,2.53,2.27,9.273,Alto,307
16,16030,Ecuandureo,3569,32.08,21.74,5.63,6.19,16.466,Muy alto,24
16,16031,Epitacio Huerta,3449,3.65,6.84,1.07,0.93,3.005,Bajo,1024
16,16032,Erongarícuaro,2855,21.33,20.07,1.47,3.54,11.718,Muy alto,172
16,16033,Gabriel Zamora,4256,12.59,3.95,0.73,2.16,4.924,Medio,728
16,16034,Hidalgo,22381,13.66,15.69,2.45,2.43,9.014,Alto,329
16,16035,La Huacana,7081,12.48,9.77,0.9,2.2,6.419,Medio,551
16,16036,Huandacareo,3087,25.62,18.33,6.22,4.08,13.642,Muy alto,95
16,16037,Huaniqueo,2624,21.91,18.22,6.97,4.69,13.246,Muy alto,103
16,16038,Huetamo,10021,21.42,14.06,1.01,4.8,10.541,Alto,217
16,16039,Huiramba,1453,20.44,21.13,1.24,2.27,12.151,Alto,152
16,16040,Indaparapeo,3377,11.34,14.12,6.6,4.32,8.528,Alto,361
16,16041,Irimbo,3081,12.63,23.01,7.24,8.41,12.897,Muy alto,116
16,16042,Ixtlán,3453,33.45,14.8,0.75,8.6,14.478,Muy alto,69
16,16043,Jacona,11555,7.95,6.62,2.65,2.42,4.933,Medio,726
16,16044,Jiménez,3685,31.48,19.84,4.15,6,15.932,Muy alto,37
16,16045,Jiquilpan,8808,16.56,12.36,1.91,2.88,8.508,Alto,363
16,16046,Juárez,2614,16.49,19.89,3.75,4.06,10.936,Alto,202
16,16047,Jungapeo,3736,8.65,13.65,6.24,2.19,7.948,Alto,410
16,16048,Lagunillas,1200,22.25,21.58,0.92,3.92,12.07,Muy alto,158
16,16049,Madero,3155,11.89,20.51,7.35,3.58,11.014,Alto,199
16,16050,Maravatío,14167,10.61,8.27,3.18,1.92,6.176,Medio,579
16,16051,Marcos Castellanos,2836,12.59,18.86,4.48,2.5,9.596,Alto,275
16,16052,Lázaro Cárdenas,39170,9.16,7.3,0.93,1.26,4.775,Medio,739
16,16053,Morelia,147857,5.85,5.05,1.65,1.14,3.584,Bajo,923
16,16054,Morelos,2472,35.64,24.03,9.63,10.48,20.084,Muy alto,9
16,16055,Múgica,9399,13.5,11.59,1.65,2.39,7.396,Alto,446
16,16056,Nahuatzen,4847,9.16,10.71,0.99,1.38,5.96,Medio,607
16,16057,Nocupétaro,1652,15.25,10.96,2.12,3.15,7.909,Alto,413
16,16058,Nuevo Parangaricutiro,3188,9.63,13.17,3.07,2.32,7.271,Alto,461
16,16059,Nuevo Urecho,2033,9,8.41,0.84,2.31,5.133,Medio,700
16,16060,Numarán,2086,7.72,8.05,1.15,1.01,4.647,Medio,757
16,16061,Ocampo,3725,2.9,3.7,0.91,0.27,1.919,Bajo,1287
16,16062,Pajacuarán,4440,32.52,19.93,3.27,6.35,15.757,Muy alto,41
16,16063,Panindícuaro,4086,22.52,11.48,4.31,3.03,10.214,Alto,241
16,16064,Parácuaro,4990,10.82,11.82,4.05,3.63,7.863,Alto,414
16,16065,Paracho,6188,13.15,11.86,5.16,4.12,9.23,Alto,311
16,16066,Pátzcuaro,16011,7.06,5.87,1.27,1.54,3.96,Medio,864
16,16067,Penjamillo,4528,25.77,22.31,5.7,3.64,14.596,Muy alto,68
16,16068,Peribán,4372,5.83,9.17,3.09,3.2,5.474,Medio,665
16,16069,La Piedad,20298,13.58,10.33,4.32,2.94,7.838,Alto,415
16,16070,Purépero,3866,13.24,12.31,4.19,3.16,8.819,Alto,344
16,16071,Puruándiro,16595,20.31,19.49,12.12,3.06,14.131,Muy alto,78
16,16072,Queréndaro,2966,21.11,22.49,7.25,4.89,14.714,Muy alto,64
16,16073,Quiroga,5318,10.74,12.86,2.11,3.57,8.015,Alto,401
16,16074,Cojumatlán de Régules,2263,20.95,12.42,5.35,4.15,10.782,Alto,205
16,16075,Los Reyes,14470,13.14,10.74,2.38,2.96,7.419,Alto,441
16,16076,Sahuayo,13785,9.01,9.64,2.75,2.5,6.14,Medio,585
16,16077,San Lucas,4731,26.74,14.75,1.54,5.33,12.182,Muy alto,150
16,16078,Santa Ana Maya,3375,16.09,13.78,4.68,2.87,9.537,Alto,282
16,16079,Salvador Escalante,7633,8.76,14.86,3.68,3.34,8.145,Alto,388
16,16080,Senguio,3441,6.63,8.69,0.46,0.44,3.895,Medio,872
16,16081,Susupuato,1773,9.48,23.35,2.93,2.76,9.657,Alto,267
16,16082,Tacámbaro,12004,12.03,13.16,1.61,2.06,6.527,Alto,535
16,16083,Tancítaro,5083,6.93,13.14,3.95,5.49,7.535,Alto,435
16,16084,Tangamandapio,5507,9.19,13.82,1.14,2.85,7.22,Alto,467
16,16085,Tangancícuaro,7988,14.57,8.68,6.1,2.33,8.144,Alto,389
16,16086,Tanhuato,3293,12.36,13.88,4.77,2.43,8.224,Alto,383
16,16087,Taretan,3196,13.95,15.89,3.97,2.22,9.104,Alto,322
16,16088,Tarímbaro,8712,9.81,13.46,6.3,1.91,8.09,Alto,391
16,16089,Tepalcatepec,5626,16.58,10.86,1.6,4.5,8.397,Alto,371
16,16090,Tingambato,2440,7.87,9.43,0.74,1.27,5.409,Medio,672
16,16091,Tingüindín,2911,17.35,16.94,2.89,2.4,9.952,Alto,254
16,16092,Tiquicheo de Nicolás Romero,3533,18.96,13.36,2.04,3.09,9.264,Alto,308
16,16093,Tlalpujahua,5491,1.8,5.14,0.29,0.02,1.818,Bajo,1313
16,16094,Tlazazalca,2185,21.65,25.08,0.82,4.21,13.03,Muy alto,111
16,16095,Tocumbo,2951,15.79,7.66,2.51,3.42,7.462,Alto,438
16,16096,Tumbiscatío,1914,7.42,7.52,3.34,2.51,5.248,Medio,687
16,16097,Turicato,7634,10.24,13.52,3.75,2.48,7.664,Alto,427
16,16098,Tuxpan,5268,8.2,12.68,2.35,1.01,6.224,Medio,571
16,16099,Tuzantla,3573,20.68,17.69,4.23,0.59,10.551,Alto,215
16,16100,Tzintzuntzan,2459,4.76,6.63,1.63,2.32,4.345,Medio,796
16,16101,Tzitzio,2276,10.37,10.46,1.67,1.23,5.781,Medio,623
16,16102,Uruapan,60145,7.04,6.88,1.87,1.5,4.364,Medio,792
16,16103,Venustiano Carranza,5330,31.18,11.76,4.37,2.89,12.385,Muy alto,142
16,16104,Villamar,4939,25.45,20.13,1.13,4.37,13.169,Muy alto,108
16,16105,Vista Hermosa,4113,11.74,10.7,1.24,1.05,6.31,Medio,562
16,16106,Yurécuaro,5789,10.73,11.92,1.55,0.76,6.319,Medio,559
16,16107,Zacapu,16250,10.04,9.02,1.23,1.76,5.736,Medio,632
16,16108,Zamora,38236,8.86,7.3,1.84,1.71,4.933,Medio,727
16,16109,Zináparo,1060,23.11,21.7,10.47,5,15.112,Muy alto,53
17,16110,Zinapécuaro,10843,14.25,19.41,10.78,5.29,12.956,Muy alto,114
17,16111,Ziracuaretiro,2756,5.3,6.71,1.81,1.78,3.937,Medio,867
17,16112,Zitácuaro,30205,5.29,6.88,2.36,0.95,4.003,Medio,853
17,16113,José Sixto Verduzco,5785,17.29,19.74,6.53,3.56,11.538,Muy alto,177
17,17001,Amacuzac,3927,13.14,16.27,1.2,1.6,7.916,Alto,412
17,17002,Atlatlahucan,3254,5.87,8.21,0.18,0.89,3.855,Medio,879
17,17003,Axochiapan,6405,12.24,11.65,6.18,2.97,8.379,Alto,373
17,17004,Ayala,16225,10.55,13.93,2.02,1.43,7.43,Alto,440
17,17005,Coatlán del Río,2475,12.53,19.6,3.72,3.64,9.773,Alto,261
17,17006,Cuautla,37989,4.99,7.12,1.27,1.29,3.387,Bajo,968
17,17007,Cuernavaca,87477,4.4,4.52,0.85,1.23,2.808,Bajo,1059
17,17008,Emiliano Zapata,14059,5.7,7.48,0.49,0.77,3.429,Bajo,958
17,17009,Huitzilac,3454,0.38,0.06,0,0,0.099,Muy bajo,2279
17,17010,Jantetelco,2973,8.88,13.66,0.4,0.44,5.702,Medio,635
17,17011,Jiutepec,42741,5.17,5.81,1.28,0.87,3.327,Bajo,976
17,17012,Jojutla,13481,8.29,10.76,1.94,1.11,5.653,Medio,641
17,17013,Jonacatepec,3224,6.98,9.24,0.22,0.34,4.16,Medio,829
17,17014,Mazatepec,2162,7.26,12.21,5.97,1.25,6.716,Medio,521
17,17015,Miacatlán,5507,6.16,8.33,1.2,1.33,4.308,Medio,805
17,17016,Ocuituco,3218,4.41,10.53,0.31,0.22,3.681,Medio,903
17,17017,Puente de Ixtla,11876,8.42,6.02,0.93,1.61,4.349,Medio,794
17,17018,Temixco,21472,9.94,7.55,0.69,1.03,4.841,Medio,735
17,17019,Tepalcingo,5518,7.83,13.94,3.7,1.5,6.738,Medio,515
17,17020,Tepoztlán,7884,3.45,5.04,0.8,0.08,2.367,Bajo,1178
17,17021,Tetecala,1711,7.48,11.46,2.34,1.52,5.33,Medio,680
17,17022,Tetela del Volcán,3328,3.28,9.38,1.74,0.3,3.602,Bajo,919
17,17023,Tlalnepantla,1195,0.84,2.51,0,0.25,0.924,Muy bajo,1671
17,17024,Tlaltizapán,10678,12.11,10.29,2.47,1.12,6.73,Medio,518
17,17025,Tlaquiltenango,7286,10.16,12.71,1.69,0.69,6.415,Medio,552
17,17026,Tlayacapan,3031,2.9,4.65,0.66,0.79,2.346,Bajo,1187
17,17027,Totolapan,2023,2.87,5.34,1.29,0.35,2.527,Bajo,1128
17,17028,Xochitepec,10369,3.54,5.43,0.72,1.25,2.694,Bajo,1084
17,17029,Yautepec,20324,6.69,7.11,0.7,1.3,3.763,Medio,891
17,17030,Yecapixtla,7938,9.37,10.78,0.84,1.15,5.645,Medio,644
17,17031,Zacatepec,8405,8.25,7.11,1.92,0.8,4.531,Medio,769
17,17032,Zacualpan,1918,10.17,16.06,3.02,0.99,7.619,Alto,432
17,17033,Temoac,2613,3.14,6.62,0.69,0.69,2.856,Bajo,1048
18,18001,Acaponeta,8657,9.95,4.47,0.77,1.17,4.111,Medio,835
18,18002,Ahuacatlán,3798,18.62,14.4,2.42,4.4,9.888,Alto,259
18,18003,Amatlán de Cañas,3112,20.47,9.13,4.31,4.18,9.523,Alto,285
18,18004,Compostela,16178,12.81,8.7,1,3.88,6.645,Medio,526
18,18005,Huajicori,1955,7.11,2.1,0.26,0.2,2.427,Bajo,1158
18,18006,Ixtlán del Río,6475,13.45,5.41,2.61,2.58,5.905,Medio,615
18,18007,Jala,3816,15.51,7.29,2.12,1.26,6.281,Medio,564
18,18008,Xalisco,8935,8.63,8.26,2.19,0.95,5.081,Medio,706
18,18009,Del Nayar,4575,3.48,5.79,1.51,0.22,2.624,Bajo,1106
18,18010,Rosamorada,8095,6.87,7.46,1.28,1.77,4.33,Medio,801
18,18011,Ruíz,5290,12.78,7.6,4.88,1.95,6.815,Alto,505
18,18012,San Blas,10172,9.87,8.65,1.82,1.36,5.422,Medio,668
18,18013,San Pedro Lagunillas,2065,17.09,10.75,2.62,5.67,9.118,Alto,321
18,18014,Santa María del Oro,5310,20.9,16.29,3.9,3.63,11.12,Alto,195
18,18015,Santiago Ixcuintla,24838,8.87,6.55,2.93,1.3,4.942,Medio,723
18,18016,Tecuala,10190,12.6,6.14,1.3,2.01,5.58,Medio,654
18,18017,Tepic,74227,6.39,4.29,1.64,1.71,3.491,Bajo,946
18,18018,Tuxpan,8308,12.29,8.97,3.6,1.43,6.45,Medio,545
18,18019,La Yesca,2524,17.19,11.89,2.69,5.03,9.206,Alto,313
18,18020,Bahía de Banderas,14194,9.05,9.91,2.01,3.16,6.14,Medio,584
19,19001,Abasolo,618,3.72,2.91,0.49,0.97,2.062,Bajo,1256
19,19002,Agualeguas,1403,13.47,6.06,3.21,2.07,6.496,Medio,536
19,19003,Los Aldamas,773,4.66,2.46,0.91,2.59,2.61,Bajo,1110
19,19004,Allende,7471,2.54,3.65,0.32,0.56,1.805,Bajo,1317
19,19005,Anáhuac,4876,6.07,4.61,1.8,1.44,3.577,Bajo,928
19,19006,Apodaca,67305,1.39,1.82,0.57,0.31,1.043,Muy bajo,1612
19,19007,Aramberri,3442,1.66,1.16,0.73,0.44,0.938,Muy bajo,1661
19,19008,Bustamante,954,5.97,3.56,0,1.26,2.755,Bajo,1075
19,19009,Cadereyta Jiménez,19673,3.19,2.25,0.34,0.56,1.548,Bajo,1402
19,19010,Carmen,1665,5.89,2.88,0.72,0.66,2.685,Bajo,1086
19,19011,Cerralvo,2774,7.17,4,0.72,6.27,4.569,Medio,765
19,19012,Ciénega de Flores,2796,2.61,4.08,1.32,0.5,2.162,Bajo,1232
19,19013,China,3167,6.41,3.54,0.88,1.11,3.026,Bajo,1022
19,19014,Dr. Arroyo,7602,7.34,7.64,1.71,0.39,4.426,Medio,783
19,19015,Dr. Coss,699,4.58,3.43,0,1.14,2.238,Bajo,1216
19,19016,Dr. González,933,2.36,2.04,0,2.68,1.769,Bajo,1327
19,19017,Galeana,9129,2.18,1.75,0.26,0.19,1.104,Muy bajo,1576
19,19018,García,6963,1.51,1.12,0,0.27,0.755,Muy bajo,1742
19,19019,San Pedro Garza García,28887,1.61,2.17,1.58,1.1,1.566,Bajo,1396
19,19020,Gral. Bravo,1749,9.32,5.49,0.23,1.89,4.186,Medio,826
19,19021,Gral. Escobedo,55666,2.67,1.35,0.47,0.25,1.208,Muy bajo,1529
19,19022,Gral. Terán,4300,5.51,7.3,2.74,1.12,4.142,Medio,831
19,19023,Gral. Treviño,509,8.45,3.73,1.57,3.73,4.406,Medio,784
19,19024,Gral. Zaragoza,1273,1.65,1.49,0,0.24,0.85,Muy bajo,1702
19,19025,Gral. Zuazua,1519,1.58,4.41,1.65,0.07,1.886,Bajo,1299
19,19026,Guadalupe,156177,2.07,1.56,0.58,0.49,1.263,Muy bajo,1508
19,19027,Los Herreras,862,8.93,1.39,1.86,2.09,3.581,Bajo,926
19,19028,Higueras,369,5.42,1.9,0.54,3.52,2.862,Bajo,1047
19,19029,Hualahuises,1847,10.61,11.64,4.6,2.71,7.409,Alto,442
19,19030,Iturbide,856,2.1,0.82,0.23,0.23,0.898,Muy bajo,1683
19,19031,Juárez,15956,6.62,1.03,0.97,0.48,2.44,Bajo,1152
