hts8	year	brief_description	quantity_1_code	quantity_2_code	wto_binding_code	mfn_rate_type_code	mfn_ave	mfn_ad_val_rate	mfn_specific_rate	mfn_other_rate	gsp_indicator	gsp_ctry_excluded	gsp_ctry_excluded2	gsp_ctry_excluded3	gsp_ctry_excluded4	apta_indicator	civil_air_indicator	nafta_canada_ind	canada_rate_type_code	canada_ave	canada_ad_val_rate	canada_specific_rate	canada_other_rate	nafta_mexico_ind	mexico_rate_type_code	mexico_ave	mexico_ad_val_rate	mexico_specific_rate	mexico_other_rate	cbi_indicator	cbi_rate_type_code	cbi_ave	cbi_ad_val_rate	cbi_specific_rate	cbi_other_rate	agoa_indicator	cbtpa_indicator	cbtpa_rate_type_code	cbtpa_ave	cbtpa_ad_val_rate	cbtpa_specific_rate	cbtpa_other_rate	israel_fta_indicator	israel_rate_type_code	israel_ave	israel_ad_val_rate	israel_specific_rate	israel_other_rate	atpa_indicator	atpa_rate_type_code	atpa_ave	atpa_ad_val_rate	atpa_specific_rate	atpa_other_rate	pharmaceutical_ind	dyes_indicator	col2_rate_type_code	col2_ave	col2_ad_val_rate	col2_specific_rate	col2_other_rate	begin_effect_date	end_effective_date	additional_tariff_num_ind	unitvalue
52081920	2001	"Unbleached satin or twill weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 200 g/m2, nesoi"	"M2"	"KG"	"B"	7	.079	.079	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.079				""	""		.079				"IL"		0				""		.079				""	""	7	.187	.187	0	0	"1/1/98"	"12/31/2100"		.836097
52081940	2001	"Unbleached woven fabrics of cotton, nesoi, 85% or more of cotton by weight, weighing not more than 200 g/m2, of number 42 or lower"	"M2"	"KG"	"B"	7	.07	.07	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.07				""	""		.07				"IL"		0				""		.07				""	""	7	.169	.169	0	0	"8/1/98"	"12/31/2100"		.609939
52081960	2001	"Unbleached woven fabrics of cotton, nesoi, 85% or more of cotton by weight, weighing not more than 200 g/m2, of numbers 43-68"	"M2"	"KG"	"B"	7	.09	.09	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.09				""	""		.09				"IL"		0				""		.09				""	""	7	.217	.217	0	0	"8/1/98"	"12/31/2100"		.871211
52081980	2001	"Unbleached woven fabrics of cotton, nesoi, 85% or more of cotton by weight, weighing not more than 200 g/m2, of number 69 or higher"	"M2"	"KG"	"B"	7	.11	.11	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.11				""	""		.11				"IL"		0				""		.11				""	""	7	.325	.325	0	0	"1/1/01"	"12/31/01"		.965452
52082120	2001	"Woven cotton fabric, 85 percent or more cotton by weight, plain weave, not over 100 g/m2, bleached, of number 42 or lower"	"M2"	"KG"	"B"	7	.084	.084	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.084				""	""		.084				"IL"		0				""		.084				""	""	7	.199	.199	0	0	"8/1/98"	"12/31/2100"		.19576
52082140	2001	"Woven cotton fabric, 85% or more cotton by weight, plain weave, not over 100 g/m2, bleached, of numbers 43-68"	"M2"	"KG"	"B"	7	.102	.102	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.102				""	""		.102				"IL"		0				""		.102				""	""	7	.247	.247	0	0	"8/1/98"	"12/31/2100"		.351983
52082160	2001	"Woven cotton fabric, 85% or more cotton by weight, plain weave, not over 100 g/m2, bleached, of number 69 or higher"	"M2"	"KG"	"B"	7	.121	.121	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.121				""	""		.121				"IL"		0				""		.121				""	""	7	.355	.355	0	0	"1/1/01"	"12/31/01"		.590068
52082240	2001	"Woven cotton fabric, 85% or more cotton by weight, plain weave, over 100 but n/o 200 g/m2, bleached, of number 42 or lower"	"M2"	"KG"	"B"	7	.084	.084	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.084				""	""		.084				"IL"		0				""		.084				""	""	7	.199	.199	0	0	"8/1/98"	"12/31/2100"		.688396
52082260	2001	"Woven cotton fabric, 85% or more cotton by weight, plain weave, over 100 but n/o 200 g/m2, bleached, of numbers 43-68"	"M2"	"KG"	"B"	7	.092	.092	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.092				""	""		.092				"IL"		0				""		.092				""	""	7	.247	.247	0	0	"1/1/01"	"12/31/01"		.8185
52082280	2001	"Woven cotton fabric, 85% or more cotton by weight, plain weave, over 100 but n/o 200 g/m2, bleached, of number 69 or higher"	"M2"	"KG"	"B"	7	.121	.121	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.121				""	""		.121				"IL"		0				""		.121				""	""	7	.355	.355	0	0	"1/1/01"	"12/31/01"		1.14799
52082300	2001	"Bleached 3- or 4-thread twill fabrics, including cross twill, 85% or more of cotton by weight, weighing not more than 200 g/m2"	"M2"	"KG"	"B"	7	.091	.091	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.091				""	""		.091				"IL"		0				""		.091				""	""	7	.217	.217	0	0	"1/1/98"	"12/31/2100"		1.13557
52082920	2001	"Bleached satin or twill weave fabrics, containing 85% or more cotton by weight, weighing not more than 200 g/m2, nesoi"	"M2"	"KG"	"B"	7	.081	.081	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.081				""	""		.081				"IL"		0				""		.081				""	""	7	.217	.217	0	0	"1/1/01"	"12/31/01"		1.2499
52082940	2001	"Bleached woven fabrics of cotton, nesoi, 85% or more cotton by weight, weighing not more than 200 g/m2, of number 42 or lower"	"M2"	"KG"	"B"	7	.084	.084	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.084				""	""		.084				"IL"		0				""		.084				""	""	7	.199	.199	0	0	"8/1/98"	"12/31/2100"		.669693
52082960	2001	"Bleached woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of numbers 43-68"	"M2"	"KG"	"B"	7	.102	.102	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.102				""	""		.102				"IL"		0				""		.102				""	""	7	.247	.247	0	0	"8/1/98"	"12/31/2100"		1.42622
52082980	2001	"Bleached woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of number 69 or higher"	"M2"	"KG"	"B"	7	.135	.135	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.135				""	""		.135				"IL"		0				""		.135				""	""	7	.355	.355	0	0	"8/1/98"	"12/31/2100"		1.97574
52083120	2001	"Dyed plain weave certified hand-loomed fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 100 g/m2"	"M2"	"KG"	"B"	7	.039	.039	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.385	.385	0	0	"1/1/01"	"12/31/01"		.305974
52083140	2001	"Dyed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 100 g/m2, of number 42 or lower, nesoi"	"M2"	"KG"	"B"	7	.086	.086	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.086				""	""		.086				"IL"		0				""		.086				""	""	7	.229	.229	0	0	"1/1/01"	"12/31/01"		.378689
52083160	2001	"Dyed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 100 g/m2, of numbers 43-68, nesoi"	"M2"	"KG"	"B"	7	.102	.102	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.102				""	""		.102				"IL"		0				""		.102				""	""	7	.277	.277	0	0	"1/1/01"	"12/31/01"		.74356
52083180	2001	"Dyed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 100 g/m2, of number 69 or higher, nesoi"	"M2"	"KG"	"B"	7	.132	.132	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.132				""	""		.132				"IL"		0				""		.132				""	""	7	.385	.385	0	0	"1/1/01"	"12/31/01"		1.82711
52083210	2001	"Dyed plain weave certified hand-loomed fabrics of cotton, cont. 85% or more cotton by weight, weighing over 100 g/m2 but not over 200 g/m2"	"M2"	"KG"	"B"	7	.039	.039	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.385	.385	0	0	"1/1/01"	"12/31/01"		2.58111
52083230	2001	"Dyed plain weave fabrics of cotton, nesoi, 85% or more cotton by weight, over 100 g/m2 but not more than 200 g/m2, of number 42 or lower"	"M2"	"KG"	"B"	7	.078	.078	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.078				""	""		.078				"IL"		0				""		.078				""	""	7	.229	.229	0	0	"1/1/01"	"12/31/01"		.867194
52083240	2001	"Dyed plain weave fabrics of cotton, nesoi, 85% or more cotton by weight, over 100 g/m2 but not more than 200 g/m2, of numbers 43-68"	"M2"	"KG"	"B"	7	.102	.102	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.102				""	""		.102				"IL"		0				""		.102				""	""	7	.277	.277	0	0	"1/1/01"	"12/31/01"		1.06284
52083250	2001	"Dyed plain weave fabrics of cotton, nesoi, 85% or more cotton by weight, over 100 g/m2 but not more than 200 g/m2, of number 69 or higher"	"M2"	"KG"	"B"	7	.132	.132	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.132				""	""		.132				"IL"		0				""		.132				""	""	7	.385	.385	0	0	"1/1/01"	"12/31/01"		2.04212
52083300	2001	"Dyed 3- or 4-thread twill fabrics of cotton, including cross twill, 85% or more cotton by weight, weighing not more than 200 g/m2"	"M2"	"KG"	"B"	7	.103	.103	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.103				""	""		.103				"IL"		0				""		.103				""	""	7	.247	.247	0	0	"1/1/98"	"12/31/2100"		1.51919
52083920	2001	"Dyed satin or twill weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 200 g/m2, nesoi"	"M2"	"KG"	"B"	7	.092	.092	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.092				""	""		.092				"IL"		0				""		.092				""	""	7	.247	.247	0	0	"1/1/01"	"12/31/01"		1.64365
52083940	2001	"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of number 42 or lower"	"M2"	"KG"	"B"	7	.078	.078	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.078				""	""		.078				"IL"		0				""		.078				""	""	7	.229	.229	0	0	"1/1/01"	"12/31/01"		3.97559
52083960	2001	"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of numbers 43-68"	"M2"	"KG"	"B"	7	.102	.102	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.102				""	""		.102				"IL"		0				""		.102				""	""	7	.277	.277	0	0	"1/1/01"	"12/31/01"		2.09683
52083980	2001	"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of number 69 or higher"	"M2"	"KG"	"B"	7	.132	.132	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.132				""	""		.132				"IL"		0				""		.132				""	""	7	.385	.385	0	0	"1/1/01"	"12/31/01"		3.68997
52084120	2001	"Plain weave certified hand-loomed fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of yarns of different colors"	"M2"	"KG"	"B"	7	.039	.039	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.385	.385	0	0	"1/1/01"	"12/31/01"		2.17828
52084140	2001	"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, number 42 or lower, of yarns of different colors"	"M2"	"KG"	"B"	7	.086	.086	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.086				""	""		.086				"IL"		0				""		.086				""	""	7	.229	.229	0	0	"1/1/01"	"12/31/01"		2.05029
52084160	2001	"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of numbers 43-68, of yarns of different colors"	"M2"	"KG"	"B"	7	.114	.114	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.114				""	""		.114				"IL"		0				""		.114				""	""	7	.277	.277	0	0	"8/1/98"	"12/31/2100"		.982922
52084180	2001	"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of number 69 or higher, of yarn of different colors"	"M2"	"KG"	"B"	7	.147	.147	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.147				""	""		.147				"IL"		0				""		.147				""	""	7	.385	.385	0	0	"8/1/98"	"12/31/2100"		2.63765
52084210	2001	"Plain weave certified hand-loomed fabrics of cotton, 85% or more cotton by weight, over 100 but n/o 200 g/m2, of yarns of different colors"	"M2"	"KG"	"B"	7	.039	.039	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.385	.385	0	0	"1/1/01"	"12/31/01"		2.94409
52084230	2001	"Plain weave fabrics of cotton, 85% or more cotton by weight, over 100 but n/o 200 g/m2, of numbers 42 or lower, of yarns of different colors"	"M2"	"KG"	"B"	7	.086	.086	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.086				""	""		.086				"IL"		0				""		.086				""	""	7	.229	.229	0	0	"1/1/01"	"12/31/01"		1.59372
52084240	2001	"Plain weave fabrics of cotton, 85% or more cotton by weight, over 100 but n/o 200 g/m2, of numbers 43-68, of yarns of different colors"	"M2"	"KG"	"B"	7	.114	.114	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.114				""	""		.114				"IL"		0				""		.114				""	""	7	.277	.277	0	0	"8/1/98"	"12/31/2100"		1.24219
52084250	2001	"Plain weave fabrics of cotton, 85% or more cotton by weight, over 100 but n/o 200 g/m2, number 69 or higher, of yarns of different colors"	"M2"	"KG"	"B"	7	.147	.147	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.147				""	""		.147				"IL"		0				""		.147				""	""	7	.385	.385	0	0	"8/1/98"	"12/31/2100"		1.91704
52084300	2001	"3- or 4-thread twill fabrics of cotton, including cross twill, 85% or more cotton by weight, not over 200 g/m2, of yarns of different colors"	"M2"	"KG"	"B"	7	.031	.031	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.031				""	""		.031				"IL"		0				""		.031				""	""	7	.247	.247	0	0	"1/1/01"	"12/31/01"		1.60205
52084920	2001	"Satin or twill weave fabrics of cotton, cont. 85% or more cotton by weight, weighing not over 200 g/m2, of yarns of different colors, nesoi"	"M2"	"KG"	"B"	7	.031	.031	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.031				""	""		.031				"IL"		0				""		.031				""	""	7	.247	.247	0	0	"1/1/01"	"12/31/01"		1.70238
52084940	2001	"Woven fabrics of cotton, nesoi, 85% or more cotton by weight, wt not more than 200 g/m2, of number 42 or lower, of yarns of different colors"	"M2"	"KG"	"B"	7	.086	.086	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.086				""	""		.086				"IL"		0				""		.086				""	""	7	.229	.229	0	0	"1/1/01"	"12/31/01"		2.47051
52084960	2001	"Woven fabrics of cotton, nesoi, 85% or more cotton by weight, wt not over 200 g/m2, of numbers 43-68, of yarns of different colors"	"M2"	"KG"	"B"	7	.102	.102	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.102				""	""		.102				"IL"		0				""		.102				""	""	7	.277	.277	0	0	"1/1/01"	"12/31/01"		2.24436
52084980	2001	"Woven fabrics of cotton, nesoi, 85% or more cotton by weight, wt not over 200 g/m2, of number 69 or higher, of yarns of different colors"	"M2"	"KG"	"B"	7	.147	.147	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.147				""	""		.147				"IL"		0				""		.147				""	""	7	.385	.385	0	0	"8/1/98"	"12/31/2100"		3.21868
52085120	2001	"Printed certified hand-loomed plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2"	"M2"	"KG"	"B"	7	.039	.039	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.385	.385	0	0	"1/1/01"	"12/31/01"		1.46846
52085140	2001	"Printed plain weave fabrics of cotton, containg 85% or more cotton by weight, weighing not over 100 g/m2, of number 42 or lower"	"M2"	"KG"	"B"	7	.086	.086	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.086				""	""		.086				"IL"		0				""		.086				""	""	7	.229	.229	0	0	"1/1/01"	"12/31/01"		2.74615
52085160	2001	"Printed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not over 100 g/m2, of numbers 43-68"	"M2"	"KG"	"B"	7	.114	.114	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.114				""	""		.114				"IL"		0				""		.114				""	""	7	.277	.277	0	0	"8/1/98"	"12/31/2100"		1.25204
52085180	2001	"Printed plain weave fabrics of cotton, containg 85% or more cotton by weight, weighing not over 100 g/m2, of number 69 or higher"	"M2"	"KG"	"B"	7	.132	.132	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.132				""	""		.132				"IL"		0				""		.132				""	""	7	.385	.385	0	0	"1/1/01"	"12/31/01"		2.13742
52085210	2001	"Printed certified hand-loomed plain weave fabrics of cotton, 85% or more cotton by weight, wt more than 100 g/m2 but not more than 200 g/m2"	"M2"	"KG"	"B"	7	.039	.039	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.385	.385	0	0	"1/1/01"	"12/31/01"		1.21348
52085230	2001	"Printed plain weave fabrics of cotton, 85% or more cotton by weight, weighing over 100g/m2 but not more than 200 g/m2, of number 42 or lower"	"M2"	"KG"	"B"	7	.071	.071	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.071				""	""		.071				"IL"		0				""		.071				""	""	7	.229	.229	0	0	"1/1/01"	"12/31/01"		1.22119
52085240	2001	"Printed plain weave fabrics of cotton, 85% or more cotton by weight, weighing over 100 g/m2 but not more than 200 g/m2, of numbers 43-68"	"M2"	"KG"	"B"	7	.114	.114	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.114				""	""		.114				"IL"		0				""		.114				""	""	7	.277	.277	0	0	"8/1/98"	"12/31/2100"		1.42651
52085250	2001	"Printed plain weave fabrics of cotton, 85% or more cotton by weight, weighing over 100g/m2 but not more than 200g/m2, of number 69 or higher"	"M2"	"KG"	"B"	7	.132	.132	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.132				""	""		.132				"IL"		0				""		.132				""	""	7	.385	.385	0	0	"1/1/01"	"12/31/01"		1.99136
52085300	2001	"Printed 3- or 4-thread twill fabrics of cotton, including cross twill, 85% or more cotton by weight, weighing not more than 200 g/m2"	"M2"	"KG"	"B"	7	.092	.092	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.092				""	""		.092				"IL"		0				""		.092				""	""	7	.247	.247	0	0	"1/1/01"	"12/31/01"		2.04531
52085920	2001	"Printed satin or twill weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 200 g/m2, nesoi"	"M2"	"KG"	"B"	7	.103	.103	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.103				""	""		.103				"IL"		0				""		.103				""	""	7	.247	.247	0	0	"1/1/98"	"12/31/2100"		1.80633
52085940	2001	"Printed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of number 42 or lower"	"M2"	"KG"	"B"	7	.071	.071	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.071				""	""		.071				"IL"		0				""		.071				""	""	7	.229	.229	0	0	"1/1/01"	"12/31/01"		2.32489
52085960	2001	"Printed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of numbers 43-68"	"M2"	"KG"	"B"	7	.102	.102	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.102				""	""		.102				"IL"		0				""		.102				""	""	7	.277	.277	0	0	"1/1/01"	"12/31/01"		4.14311
52085980	2001	"Printed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of number 69 or higher"	"M2"	"KG"	"B"	7	.124	.124	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.124				""	""		.124				"IL"		0				""		.124				""	""	7	.385	.385	0	0	"1/1/01"	"12/31/01"		2.1813
52091100	2001	"Unbleached plain weave fabrics of cotton, 85 percent or more cotton by weight, weight more than 200 g/m2"	"M2"	"KG"	"B"	7	.065	.065	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.065				""	""		.065				"IL"		0				""		.065				""	""	7	.149	.149	0	0	"8/1/98"	"12/31/2100"		.862241
52091200	2001	"Unbleached 3- or 4-thread twill fabrics of cotton, including cross twill, 85 percent or more cotton by weight, weighing more than 200 g/m2"	"M2"	"KG"	"B"	7	.065	.065	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.065				""	""		.065				"IL"		0				""		.065				""	""	7	.149	.149	0	0	"1/1/98"	"12/31/2100"		.668065
52091900	2001	"Unbleached woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200g/m2"	"M2"	"KG"	"B"	7	.065	.065	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.065				""	""		.065				"IL"		0				""		.065				""	""	7	.149	.149	0	0	"8/1/98"	"12/31/2100"		.576994
52092100	2001	"Bleached plain weave fabrics of cotton, 85% or more cotton by weight, weighing more than 200 g/m2"	"M2"	"KG"	"B"	7	.077	.077	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.077				""	""		.077				"IL"		0				""		.077				""	""	7	.179	.179	0	0	"8/1/98"	"12/31/2100"		1.64538
52092200	2001	"Bleached 3- or 4-thread twill fabrics of cotton, including cross twill, 85 percent or more cotton by weight, weighing more than 200 g/m2"	"M2"	"KG"	"B"	7	.077	.077	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.077				""	""		.077				"IL"		0				""		.077				""	""	7	.179	.179	0	0	"1/1/98"	"12/31/2100"		1.30367
52092900	2001	"Bleached woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200g/m2"	"M2"	"KG"	"B"	7	.077	.077	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.077				""	""		.077				"IL"		0				""		.077				""	""	7	.179	.179	0	0	"8/1/98"	"12/31/2100"		1.26758
52093130	2001	"Dyed, plain weave certified hand-loomed fabrics of cotton, containing 85% or more cotton by weight, weighing more than 200 g/m2"	"M2"	"KG"	"B"	7	.039	.039	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.209	.209	0	0	"1/1/01"	"12/31/01"		2.64684
52093160	2001	"Dyed, plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing more than 200 g/m2, nesoi"	"M2"	"KG"	"B"	7	.086	.086	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.086				""	""		.086				"IL"		0				""		.086				""	""	7	.209	.209	0	0	"1/1/99"	"12/31/01"		2.14053
52093200	2001	"Dyed 3- or 4-thread twill fabrics of cotton, including cross twill, containing 85% or more cotton by weight, weighing more than 200 g/m2"	"M2"	"KG"	"B"	7	.086	.086	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.086				""	""		.086				"IL"		0				""		.086				""	""	7	.209	.209	0	0	"1/1/99"	"12/31/01"		1.53967
52093900	2001	"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2"	"M2"	"KG"	"B"	7	.086	.086	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.086				""	""		.086				"IL"		0				""		.086				""	""	7	.209	.209	0	0	"1/1/99"	"12/31/01"		1.98594
52094130	2001	"Plain weave certified hand-loomed fabrics of cotton, cont. 85% or more cotton by weight,weighing over 200 g/m2, of yarns of different colors"	"M2"	"KG"	"B"	7	.039	.039	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.209	.209	0	0	"1/1/01"	"12/31/01"		2.47021
52094160	2001	"Plain weave fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2, of yarns of different colors"	"M2"	"KG"	"B"	7	.079	.079	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.079				""	""		.079				"IL"		0				""		.079				""	""	7	.209	.209	0	0	"1/1/01"	"12/31/01"		2.5617
52094200	2001	"Denim containing 85% or more cotton by weight, weighing more than 200 g/m2, of yarns of different colors"	"M2"	"KG"	"B"	7	.086	.086	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.086				""	""		.086				"IL"		0				""		.086				""	""	7	.209	.209	0	0	"1/1/99"	"12/31/01"		1.70023
52094300	2001	"3- or 4-thread twill fabrics of cotton,incl. cross twill, nesoi, 85% or more cotton by wt, weighing ov 200g/m2, of yarns of different colors"	"M2"	"KG"	"B"	7	.086	.086	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.086				""	""		.086				"IL"		0				""		.086				""	""	7	.209	.209	0	0	"1/1/99"	"12/31/01"		1.92097
52094900	2001	"Woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2, of yarns of different colors"	"M2"	"KG"	"B"	7	.086	.086	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.086				""	""		.086				"IL"		0				""		.086				""	""	7	.209	.209	0	0	"1/1/99"	"12/31/01"		3.31321
52095130	2001	"Printed plain weave certified hand-loomed fabrics of cotton, containing 85% or more cotton by weight, weighing more than 200 g/m2"	"M2"	"KG"	"B"	7	.039	.039	0	0	"A*"	"IN"	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		""	""		0				"IL"		0				"J"		0	0	0		""	""	7	.209	.209	0	0	"1/1/01"	"12/31/01"		3.32242
52095160	2001	"Printed plain weave fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2"	"M2"	"KG"	"B"	7	.086	.086	0	0	""	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		""		.086				""	""		.086				"IL"		0				""		.086				""	""	7	.209	.209	0	0	"1/1/99"	"12/31/01"		4.8402
